text,SVM_TFIDF,annotation,sentiment,ENSEMBLE_TFIDF,ENSEMBLE_W2V,SVM_W2V,KNN_TFIDF,KNN_W2V,NV_TFIDF,NV_W2V,RF_TFIDF,RF_W2V
securitynewsbot   vuln  opto 22 pac control cve 2018 04154  remote stack based buffer  overflow vulnerability   bugtraq ,0,0,0.3038327,0,0,0,0,0,0,0,0,0
new top story on hacker news  you cannot contain me  elevation of privilege vulnerability in docker for windows ,1,0,0.17810321,1,0,0,1,1,1,0,1,1
rt fisher85m  how  secure is your  smarthome    avast antivirus   cybersecurity  iot  sensors  infosec fisher85m  mobile  malware  cyberattack  ddos  fintech ,0,0,0.5156266,0,0,0,0,1,0,0,0,0
securitynewsbot  simple pos 4 0 24 columns 0  search  value   sql  injection   cxsecurity ,1,0,0.37977803,1,0,0,1,1,1,0,1,1
exploitdb   webapps  online quiz maker 1 0    catid  sql injection ,0,0,0.5600808,0,0,0,1,0,0,0,0,0
exploitdb   dos  trend micro virtual mobile infrastructure 5 5 1336   iserver address  denial of service  poc  ,0,0,0.660187,0,0,0,0,0,0,0,0,0
exploitdb   dos  microsoft windows explorer out of bound read   denial of service  poc  ,0,0,0.8832833,0,0,0,0,0,0,0,0,0
exploitdb   dos  d link dir 615   denial of service  poc  ,0,0,0.7157166,0,0,0,0,0,0,0,1,1
exploitdb   dos  visual ping 0 8 0 0    host  denial of service  poc  ,1,0,0.7657368,1,1,1,0,1,1,1,1,1
never pay out if you are hit by a  ransomware attack    if you payout you gain a reputation as an easy target and suddenly you are swarmed by attacks   remember always back up your data to avoid being hurt by a ransomware attack    ,0,0,0.63315994,0,0,0,0,0,0,0,0,0
exploitdb   dos  vsaxess v2 6 2 70 build20171226 053    nickname  denial of service  poc  ,0,0,0.74730855,0,0,0,0,0,0,0,0,0
exploitdb   local  ismartviewpro 1 5    ddns  buffer overflow ,0,0,0.36771297,0,0,0,0,0,0,0,0,0
exploitdb   webapps  simple pos 4 0 24    columns 0  search  value   sql injection ,1,0,0.4083802,1,0,0,1,1,0,1,1,1
exploitdb   webapps  moosocial store plugin 2 6   sql injection ,0,0,0.74169767,0,0,0,0,0,0,0,0,0
exploitdb   remote  ftpshell server 6 80    add account name  buffer overflow  seh  ,1,0,0.2144573,1,1,1,1,1,1,1,0,1
exploitdb   dos  microsoft people 10 1807 2131 0   denial of service  poc  ,0,0,0.71842533,0,0,0,0,0,0,0,1,0
in june  gay and transgender indians described the cost of living in a country that has forced them to be outlaws  shunning by parents  social isolation  few protections in the workplace  and a frightening vulnerability to sexual assault   nytimes,0,0,0.7410404,0,0,0,0,0,0,0,0,0
brightbrix   web producer   extending the internet add admin vulnerability ,0,0,0.2369448,0,0,0,0,0,0,0,0,0
copyrights   agarwal siksha samiti 1971 2017 authentication bypass vulnerability  topic  copyrights   agarwal    ,0,0,0.33216614,0,0,0,0,0,0,0,0,0
copyright    2017 kannur university india sql injection vulnerability  topic  copyright    2017 kannur university    ,0,0,0.7212681,0,0,0,0,0,0,0,0,0
website maintained by ankur biswas saslab technologies pvt ltd sql injection vulnerability ,1,0,0.72311723,1,1,1,1,1,1,1,1,1
website designed  amp  developed by radical reflex india sql injection vulnerability  topic  website designed    ,0,0,0.27819312,0,0,0,0,0,0,0,0,0
   2015 math4all india all rights reserved sql injection vulnerability ,0,0,0.7145522,0,0,0,0,0,0,0,0,0
indian society of tele dermatology insted sql injection vulnerability  topic  indian society of tele dermatology    ,1,0,0.44713983,1,1,1,1,1,1,1,1,1
developed by jay4web web design company kochi kerala india sql injection vulnerability  topic  developed by    ,0,0,0.85818017,0,0,0,1,0,0,0,0,0
powered by   tech campus india application development sql injection vulnerability ,0,0,0.60072696,0,0,0,0,0,0,0,0,0
brihaspathi skoolcom india software development authentication bypass vulnerability  topic  brihaspathi skoolcom    ,0,0,0.38519874,0,0,0,0,0,0,0,0,0
designed and hosted by webgen internet technologies pvt ltd india sql injection vulnerability ,1,0,0.5342532,1,1,1,0,1,1,1,1,1
designed by tristar software solutions india sql injection vulnerability  topic  designed by tristar software    ,0,0,0.37574756,1,0,0,1,0,0,0,1,0
copyrights   agarwal siksha samiti 1971 2017 authentication bypass vulnerability ,0,0,0.49131063,0,0,0,0,0,1,0,0,0
copyright    2017 kannur university india sql injection vulnerability ,0,0,0.7582379,0,0,0,0,0,0,0,0,0
website designed  amp  developed by radical reflex india sql injection vulnerability ,1,0,0.507515,1,1,1,0,0,1,1,0,1
indian society of tele dermatology insted sql injection vulnerability ,0,0,0.6144742,0,0,0,1,0,0,0,0,1
developed by jay4web web design company kochi kerala india sql injection vulnerability ,1,0,0.762445,1,1,1,1,1,1,1,1,1
brihaspathi skoolcom india software development authentication bypass vulnerability ,1,0,0.4153044,1,1,1,1,1,1,1,1,1
designed by tristar software solutions india sql injection vulnerability ,0,0,0.50768995,0,0,0,0,0,0,0,0,0
you cannot contain me  elevation of privilege vulnerability in docker for windows ,1,0,0.5182381,1,1,1,1,0,1,1,1,1
researchers claim browser vulnerability puts millions of wi fi networks at risk ,0,0,0.4095278,0,0,0,0,0,0,0,0,0
you cannot contain me  elevation of privilege vulnerability in docker for windows   techvu,0,0,0.56560695,0,0,0,0,0,0,0,0,0
podcast   init    infection monkey vulnerability scanner with daniel goldberg how secure are your servers  the best way to be sure that your systems are not being compromised is to do it yourself  in this episode daniel goldberg explains how you can use h    ,1,0,0.4381989,0,1,1,0,1,0,1,1,1
nytimes  in june  gay and transgender indians described the cost of living in a country that has forced them to be outlaws  shunning by parents  social isolation  few protections in the workplace  and a frightening vulnerability to sexual assault  ,1,0,0.7417569,1,1,1,1,1,1,1,1,1
zero day news   powerpool malware exploits alpc lpe zero day vulnerability    li   solutions  consulting  tech,0,0,0.49481544,0,1,0,0,0,0,1,1,1
rt nytimes  in june  gay and transgender indians described the cost of living in a country that has forced them to be outlaws  shunning by parents  social isolation  few protections in the workplace  and a frightening vulnerability to sexual assault  ,0,0,0.65463614,0,0,0,0,0,0,0,0,0
threatmeter  copyright    2017 kannur university india sql injection vulnerability  topic  copyright    2017 kannur university    ,1,0,0.7212681,1,1,1,1,1,1,1,1,1
threatmeter  website maintained by ankur biswas saslab technologies pvt ltd sql injection vulnerability ,1,0,0.72311723,1,1,1,1,1,0,1,1,1
threatmeter  website designed  amp  developed by radical reflex india sql injection vulnerability  topic  website designed    ,0,0,0.27819312,0,0,0,0,0,0,0,0,0
threatmeter     2015 math4all india all rights reserved sql injection vulnerability ,0,0,0.7145522,0,0,0,0,0,0,0,0,0
threatmeter  indian society of tele dermatology insted sql injection vulnerability  topic  indian society of tele dermatology    ,1,0,0.44713983,1,1,1,1,1,1,1,1,1
threatmeter  developed by jay4web web design company kochi kerala india sql injection vulnerability  topic  developed by    ,0,0,0.85818017,0,0,0,0,0,0,0,0,0
threatmeter  powered by   tech campus india application development sql injection vulnerability ,0,0,0.60072696,0,0,0,0,0,0,0,0,0
new vulnerability on the nvd  cve 2018 0675 ,1,0,0.06836059,1,1,1,1,1,0,1,0,0
threatmeter  brihaspathi skoolcom india software development authentication bypass vulnerability  topic  brihaspathi skoolcom    ,1,0,0.38519874,0,0,0,1,1,0,0,0,0
threatmeter  designed and hosted by webgen internet technologies pvt ltd india sql injection vulnerability ,0,0,0.5342532,0,0,0,0,0,0,0,0,0
new vulnerability on the nvd  cve 2018 0674 ,0,0,0.06836059,0,0,0,0,0,0,0,0,0
threatmeter  designed by tristar software solutions india sql injection vulnerability  topic  designed by tristar software    ,1,0,0.37574756,1,0,0,1,1,1,0,1,1
threatmeter  copyrights   agarwal siksha samiti 1971 2017 authentication bypass vulnerability ,0,0,0.49131063,1,1,1,0,1,0,1,0,1
new vulnerability on the nvd  cve 2018 0672 ,0,0,0.06836059,0,0,0,0,0,0,0,0,0
new vulnerability on the nvd  cve 2018 0664 ,0,0,0.06836059,0,0,0,0,0,0,0,0,0
threatmeter  copyright    2017 kannur university india sql injection vulnerability ,1,0,0.7582379,1,1,1,1,0,1,0,1,1
threatmeter  website designed  amp  developed by radical reflex india sql injection vulnerability ,0,0,0.507515,0,0,0,0,0,0,0,0,0
new vulnerability on the nvd  cve 2018 0656 ,0,0,0.06836059,0,0,0,0,0,0,0,0,0
threatmeter  indian society of tele dermatology insted sql injection vulnerability ,1,0,0.6144742,1,1,1,0,0,0,0,1,1
you cannot contain me  elevation of privilege vulnerability in docker for windows   cmts ,0,0,0.5648416,0,0,0,0,0,0,0,0,0
securityaffairs  rt avira  hacking the  hacker  stopping a big  botnet targeting usa  canada  and italy  via securityaffairs   infosec,1,0,0.4261637,1,1,1,0,1,0,1,1,1
new vulnerability on the nvd  cve 2018 0646 ,1,0,0.06836059,1,1,1,1,1,1,1,1,1
threatmeter  developed by jay4web web design company kochi kerala india sql injection vulnerability ,0,0,0.762445,0,0,0,0,0,0,0,0,0
new vulnerability on the nvd  cve 2018 0502 ,0,0,0.06836059,0,0,0,0,0,1,0,0,0
threatmeter  brihaspathi skoolcom india software development authentication bypass vulnerability ,0,0,0.4153044,0,0,1,0,0,0,0,0,0
new vulnerability on the nvd  cve 2016 100232 ,1,0,0.06836059,1,0,0,1,0,1,0,1,0
threatmeter  designed by tristar software solutions india sql injection vulnerability ,0,0,0.50768995,0,0,0,0,0,0,0,0,0
new vulnerability on the nvd  cve 2016 10030 ,0,0,0.06836059,0,0,0,0,0,0,0,0,0
new vulnerability on the nvd  cve 2015 9266 ,1,0,0.06836059,1,0,0,0,1,0,0,1,1
vuln  gnu libextractor  extractor zip extract method    function out of bounds read vulnerability ,1,0,0.6971425,1,1,0,1,1,1,0,0,0
vuln  opto 22 pac control cve 2018 04154 remote stack based buffer overflow vulnerability  opto 22 pac control cve    ,1,0,0.2877117,1,1,1,1,1,1,1,1,1
vuln  opto 22 pac control cve 2018 04154 remote stack based buffer overflow vulnerability ,0,0,0.28865653,0,0,0,0,0,0,0,0,0
you cannot contain me  elevation of privilege vulnerability in docker for windows ,0,0,0.5182381,0,0,0,0,1,0,0,0,0
k3rn3l  p4n1c  botnets this is a collection of  botnet source codes  unorganized  for educational purposes only ,0,0,0.50418884,0,0,0,0,0,0,0,0,0
cve 2018 15680  an issue was discovered in btiteam xbtit 2 5 4  the hashed passwords stored in the xbtit users table are stored as unsalted md5 hashes  which makes it easier for context dependent attackers to obtain   vulmon vulnerability feed  vul   ,0,0,0.7247413,0,0,0,0,0,0,0,0,0
cve 2018 15679  an issue was discovered in btiteam xbtit 2 5 4  the  keywords  parameter in the search function available at  index php page forums amp action search is vulnerable to reflected cross site scripting  vulmon vulnerability feed  vulmonfeeds   ,0,0,0.8261094,1,0,0,0,1,0,1,1,1
cve 2018 15678  an issue was discovered in btiteam xbtit 2 5 4  the  act  parameter in the sign up page available at  index php page signup is vulnerable to reflected cross site scripting  vulmon vulnerability feed  vulmonfeeds  september 6  2018,0,0,0.7842334,0,0,0,0,0,0,0,0,0
cve 2018 15677  the newsfeed  aka  index php page viewnews  in btiteam xbtit 2 5 4 has stored xss via the title of a news item  this is also exploitable via csrf  vulmon vulnerability feed  vulmonfeeds  september 6  2018,1,0,0.40056008,1,1,1,1,1,1,1,1,1
cve 2018 15676  an issue was discovered in btiteam xbtit  by using string replace and eval  it is possible to bypass the includes crk protection php anti xss mechanism that looks for a number of dangerous fingerprin   vulmon vulnerability feed  vul   ,0,0,0.7211829,0,0,0,0,0,0,0,0,0
cve 2018 14771  vivotek fd8177 devices before xx vvtk xx06a allow remote attackers to execute arbitrary code  issue 2 of 2  via eventscript cgi  vulmon vulnerability feed  vulmonfeeds  september 6  2018,1,0,0.8017008,1,1,1,1,1,1,1,1,1
risksense ceo to discuss how vulnerability weaponization and exploitation data can be used    ,0,0,0.27030694,0,0,0,0,0,0,0,0,0
cve 2018 14770  vivotek fd8177 devices before xx vvtk xx06a allow remote attackers to execute arbitrary code  issue 1 of 2  via the onvif interface    onvif device service   vulmon vulnerability feed  vulmonfeeds  september 6  2018,0,0,0.8043041,0,0,0,0,1,0,0,0,0
cve 2018 14769  vivotek fd8177 devices before xx vvtk xx06a allow csrf  vulmon vulnerability feed  vulmonfeeds  september 6  2018,0,0,0.30880207,1,0,0,1,0,0,1,0,0
cve 2018 16546  amcrest networked devices use the same hardcoded ssl private key across different customers  installations  which allows remote attackers to defeat cryptographic protection mechanisms by leveraging k   vulmon vulnerability feed  vul   ,1,0,0.60919756,1,0,0,1,1,0,0,1,0
cve 2018 16436  gxlcms 2 0 has sql injection exploitable by an administrator  vulmon vulnerability feed  vulmonfeeds  september 6  2018,1,0,0.844286,0,0,0,0,1,0,0,0,1
cve 2015 9266  the web management interface of ubiquiti airmax  airfiber  airgateway and edgeswitch xp  formerly toughswitch  allows an unauthenticated attacker to upload and write arbitrary files using directory tr   vulmon vulnerability feed  vul   ,0,0,0.599566,0,0,0,0,0,0,1,0,0
cve 2018 16552  micropyramid django crm 0 2 allows csrf for  users create    users    edit   and  accounts    delete  uris  vulmon vulnerability feed  vulmonfeeds  september 6  2018,0,0,0.49793875,0,0,0,0,0,0,0,0,0
cve 2018 16551  lavalite 5 5 has xss via a  edit uri  as demonstrated by client job job zy8pwbekrj edit  vulmon vulnerability feed  vulmonfeeds  september 6  2018,1,0,0.50447935,1,1,1,1,0,1,1,1,0
cve 2018 16550  teamviewer 10 x through 13 x allows remote attackers to bypass the brute force authentication protection mechanism by skipping the  cancel  step  which makes it easier to determine the correct value    vulmon vulnerability feed  vul   ,0,0,0.6763304,0,0,0,0,0,0,0,0,0
cve 2018 16381  e107 2 1 8 has xss via the e107 admin users php mode main amp action list user loginname parameter  vulmon vulnerability feed  vulmonfeeds  september 6  2018,1,0,0.3883996,0,0,0,1,1,0,0,1,1
cve 2018 16521  an xml external entity  xxe  vulnerability exists in html form entry 3 7 0  as distributed in openmrs reference application 2 8 0  vulmon vulnerability feed  vulmonfeeds  september 6  2018,1,0,0.58804303,1,1,1,1,1,1,1,1,1
cve 2018 16518  a directory traversal vulnerability with remote code execution in prim x zed  free through 1 0 build 186 and zed  limited edition through 6 1 build 2208 allows creation of arbitrary files on a useris   vulmon vulnerability feed  vul   ,1,0,0.38148624,1,1,1,1,1,1,1,1,1
cve 2018 16516 in flask admin 1 5 2 has reflected xss via a crafted url  vulmon vulnerability feed  vulmonfeeds  september 6  2018,0,0,0.40302238,0,0,0,1,1,0,0,1,1
cve 2018 9194  a plaintext recovery of encrypted messages or a man in the middle  mitm  attack on rsa pkcs  1 v1 5 encryption may be possible without knowledge of the serveris private key  fortinet fortios 5 4 6 to    vulmon vulnerability feed  vul   ,0,0,0.6817956,0,0,0,0,0,0,0,0,0
ransomware  killchain chronicles book 1  by brandon clark a single mother is forced to revive her blackhat hacker persona when the mob kidnaps her son in this thrilling debut novel that blends reality and the darkweb   ,0,0,0.5187519,0,0,0,0,0,0,0,0,0
new vulnerability on the nvd  cve 2016 100232 ,0,0,0.06836059,0,0,0,0,0,0,0,0,0
new vulnerability on the nvd  cve 2016 10030 ,1,0,0.06836059,1,1,0,1,1,1,0,1,0
new vulnerability on the nvd  cve 2015 9266 ,0,0,0.06836059,0,0,0,1,0,0,0,0,0
cve 2018 16436 gxlcms 2 0 has sql injection exploitable by an administrator   cvss 0 0   last update 2018 09 05  ,1,0,0.75648427,0,1,1,1,1,1,1,1,1
  again new variant of  dharma  ransomware spotted on id ransomware using extension   id  lt id gt   email  bip   so is there any decrypt available for dharma ransomware with  bip extension and below is the email of hacker   id c47c0d3d  back5data,0,0,0.6415504,0,0,0,0,0,0,0,0,0
you cannot contain me  elevation of privilege vulnerability in docker for windows ,0,0,0.5182381,0,0,0,0,0,0,0,0,0
cve 2018 16518 a directory traversal vulnerability with remote code execution in prim x zed  free through 1 0 build 186 and zed  limited edition through 6 1 build 2208 allows creation of arbitrary files on a useris workstation using crafted zed  containe    ,0,0,0.3484065,0,0,0,0,0,0,0,0,0
cve 2018 16521 an xml external entity  xxe  vulnerability exists in html form entry 3 7 0  as distributed in openmrs reference application 2 8 0   cvss 0 0   last update 2018 09 05  ,1,0,0.6739783,1,0,0,1,1,1,0,1,1
vuln  opto 22 pac control cve 2018 04154 remote stack based buffer overflow vulnerability ,0,0,0.28865653,0,0,0,0,0,0,0,0,0
cve 2018 16548 an issue was discovered in zziplib through 0 13 69  there is a memory leak triggered in the function   zzip parse root directory in zip c  which will lead to a denial of service attack   cvss 0 0   last update 2018 09 05  ,0,0,0.8131214,0,0,0,0,0,0,0,0,0
i am only going to show  vulnerability  once,0,0,0.58275014,0,0,0,0,0,0,0,0,0
you cannot contain me  elevation of privilege vulnerability in docker for windows ,1,0,0.5182381,1,1,1,1,1,1,1,1,1
vuln  opto 22 pac control cve 2018 04154 remote stack based buffer overflow vulnerability ,0,0,0.28865653,0,0,0,0,0,0,0,0,0
vuln  opto 22 pac control cve 2018 04154 remote stack based buffer overflow vulnerability ,0,0,0.28865653,0,0,0,0,0,0,0,0,0
vuln  opto 22 pac control cve 2018 04154 remote stack based buffer overflow vulnerability  opto 22 pac control cve 2018 04154 remote stack based buffer overflow vulnerability ,0,0,0.4278713,0,0,1,0,0,0,1,0,0
how did a 1 35 tbps  ddos attack happen   amp  how did we  mitigate it  read our new attack spotlight   ,1,0,0.89586717,1,1,1,1,1,1,1,1,1
i just published    stand in vulnerability    ,0,0,0.22307621,0,0,0,0,0,0,0,0,1
vuln  gnu libextractor  extractor zip extract method    function out of bounds read vulnerability ,1,0,0.6971425,1,1,1,1,0,1,1,1,1
vuln  opto 22 pac control cve 2018 04154 remote stack based buffer overflow vulnerability ,0,0,0.28865653,0,0,0,0,0,0,0,0,0
companies need to be more responsible with customer data ,0,0,0.72815305,0,0,0,0,0,0,0,0,0
you cannot contain me     analyzing and exploiting an elevation of privilege vulnerability in docker for windows     cybersecurity  docker  hacking,0,0,0.5984734,1,1,0,0,0,0,0,0,0
inspiration from ,0,0,0.04813299,0,0,1,0,1,0,1,0,0
ransomware and website security   quttera web security blog   malware  website  ransomware,0,0,0.37049165,0,0,0,0,0,0,0,0,0
vuln  opto 22 pac control cve 2018 04154 remote stack based buffer overflow  vulnerability ,0,0,0.28865653,0,0,0,0,0,0,0,0,0
the vulnerability disclosure process  still broken   iot  security,0,0,0.982743,0,0,0,0,0,0,0,0,0
rt ibmsecurity  threat actors are peddling weaponized iqy files via necurs botnet  what that means and why it matters here   ,1,0,0.7523975,1,1,1,1,0,1,0,1,1
thoughts on the latest apache struts  vulnerability  quantus  quantustecsol  september 5  2018,1,0,0.24605964,1,0,0,0,0,0,0,1,1
the vulnerability disclosure process  still  broken  quantus  quantustecsol  september 5  2018,0,0,0.94436765,0,0,0,0,0,0,0,0,0
you cannot contain me  elevation of privilege vulnerability in docker for windows ,0,0,0.5182381,0,0,1,0,1,0,1,1,0
using base64 is not bad to send device information neither is that a vulnerability  it   s just a method to encapsulate the data   if they sent your password in base64 or saved your password in an enclosed format and not an encrypted format that would be an issue,0,0,0.20485143,0,0,0,0,0,0,0,0,0
android suffers from a major vulnerability  google fixes it only on pie ,0,0,0.8308543,0,0,0,0,0,0,0,0,0
vuln  opto 22 pac control cve 2018 04154 remote stack based buffer overflow vulnerability  opto 22 pac      infosec,1,0,0.25586534,1,0,0,0,1,1,0,1,1
protecting financial institutions from distributed denial of service attacks  via   ddos  attacks  cyber  security  organisation  operation  network,0,0,0.64977133,0,0,0,0,1,0,0,0,0
nytimes   in june  gay and transgender indians described the cost of living in a country that has forced them to be outlaws  shunning by parents  social isolation  few protections in the workplace  and a frightening vulnerability to sexual assault       ,0,0,0.7417569,0,0,0,0,1,0,1,0,1
in june  gay and transgender indians described the cost of living in a country that has forced them to be outlaws  shunning by parents  social isolation  few protections in the workplace  and a frightening vulnerability to sexual assault   the new york   ,0,0,0.5957326,0,0,0,0,0,0,0,0,0
you cannot contain me     analyzing and exploiting an elevation of privilege vulnerability in docker for windows ,0,0,0.3967362,0,0,0,0,0,0,0,0,0
i   m just kidding  i   m working on my distaste for vulnerability though  but it   s hard     ,0,0,0.7045536,0,0,0,0,0,0,0,0,0
new vulnerability on the nvd  cve 2018 0675 ,0,0,0.06836059,0,0,0,0,0,0,0,0,0
new vulnerability on the nvd  cve 2018 0674 ,0,0,0.06836059,0,0,0,0,0,0,0,0,0
6 sept     last day at mahi    off to houston     vulnerability    365daysofthanks,0,0,0.8945499,0,0,0,0,0,0,0,0,0
new vulnerability on the nvd  cve 2018 0672 ,0,0,0.06836059,0,0,0,0,0,0,0,0,0
new vulnerability on the nvd  cve 2018 0664 ,0,0,0.06836059,0,1,0,0,0,0,0,0,0
new vulnerability on the nvd  cve 2018 0656 ,0,0,0.06836059,0,0,1,0,0,0,1,0,0
new vulnerability on the nvd  cve 2018 0646 ,0,0,0.06836059,0,0,0,0,0,0,0,0,0
new vulnerability on the nvd  cve 2018 0502 ,0,0,0.06836059,0,0,0,0,0,0,0,0,0
new vulnerability on the nvd  cve 2016 100232 ,0,0,0.06836059,0,1,1,0,0,1,1,0,0
new vulnerability on the nvd  cve 2016 10030 ,0,0,0.06836059,0,0,1,0,0,0,1,0,0
new vulnerability on the nvd  cve 2015 9266 ,0,0,0.06836059,0,0,0,0,0,0,0,0,0
tomorrow in my climate change class  we will talk about vulnerability  hurricane katrina  and environmental racism   even though it has been 13 years since katrina  this is always one of the hardest lessons to teach   it is also the most important lecture i will give all year ,0,0,0.45767522,0,0,0,0,0,0,0,0,0
ransomware recovery  do not make matters worse ,0,0,0.7006619,0,1,0,0,1,1,0,0,0
cve 2018 9192  a plaintext recovery of encrypted messages or a man in the middle  mitm  attack on rsa pkcs  1 v1 5 encryption may be possible without knowledge of the serveris private key  fortinet fortios 5 4 6 to    vulmon vulnerability feed  vul   ,0,0,0.6817956,0,1,1,0,1,1,1,0,0
vulnerability is our most accurate measurement of courage  brene brown  life story book,0,0,0.118387654,0,0,0,0,1,0,0,0,0
in particular     the msa did not take the opportunity to address legal structures that create vulnerability to exploitation    as illustrated by the failure to reform the visa regime for migrant domestic workers ,0,0,0.82940567,0,1,1,0,1,0,1,1,1
 tried and tested   the information sent is under your agreement  they use this data to create a profile  of you   a loan financial portfolio  only vulnerability here is if you feed them the    wrong    data you will receive a different portfolio,0,0,0.43915322,0,0,1,0,0,0,1,0,0
top story  powerpool malware exploits zero day vulnerability  see more ,1,0,0.18101591,1,1,1,1,1,0,0,1,1
rt nytimes  in june  gay and transgender indians described the cost of living in a country that has forced them to be outlaws  shunning by parents  social isolation  few protections in the workplace  and a frightening vulnerability to sexual assault  ,1,0,0.65463614,1,1,1,1,1,1,1,1,1
 0daytoday  tenda adsl router d152   cross site scripting vulnerability  webapps  exploits  vulnerability  0day  exploit  ,1,0,0.3847869,1,1,1,1,1,1,1,1,1
 0daytoday  microsoft people 10 1807 2131 0   denial of service exploit  dos  exploits   0day  exploit  ,1,0,0.65054744,1,1,1,0,1,1,1,1,1
 he obviously needs rounds  would be good to see him go the distance and maybe take some shots and see how he responds  khan is always an exciting fighter because of his talent and vulnerability  personally would love to see him back at the top of the sport ,0,0,0.032044716,0,0,0,0,0,0,0,0,0
sql injection attack     ethical hacking  course  ,0,0,0.64496785,0,0,0,0,0,0,0,0,0
vuln  opto 22 pac control cve 2018 04154 remote stack based buffer overflow vulnerability  ,0,0,0.28865653,0,0,0,0,0,0,0,0,0
  having worked in it  management  amp  security  i know the pain of a ddos attack  it is nothing new  amp  gambling sites have been blackmailed for years  there are ways to mitigate attacks if that was whatis happened here   were taken offline recently ,1,0,0.8537337,1,1,1,1,1,1,1,1,1
 vulnerability is a powerful source for activism      womeninleadership,1,0,0.10270045,0,1,1,1,0,1,0,0,1
  yo  we got ourselves a botnet chall,1,0,0.11999391,1,0,0,1,0,0,0,1,0
you cannot contain me  elevation of privilege vulnerability in docker for windows   discussion on hn    ,0,0,0.6478326,0,1,1,0,1,1,0,1,1
2018  43  of  cyberattacks are predicted to target small  business   infographic    cybersecurity  infosec  security  hacking  malware   smb   ddos     via     ,1,0,0.6675758,1,1,1,1,1,1,1,1,1
 i do not think we need them  the fingerprint security is fyn because it is fast and secure and has 0 9  of vulnerability,0,0,0.58476496,0,0,0,0,0,0,0,0,0
nullsoft winamp 5 35 stack based denial of  service ,1,0,0.741995,1,1,1,1,1,1,1,1,1
vuln  opto 22 pac control cve 2018 04154 remote stack based buffer overflow vulnerability ,0,0,0.28865653,0,0,0,1,1,0,0,0,1
 please notify your it security team about a security vulnerability obb 673550 on your website ,1,0,0.4470014,1,1,1,1,1,1,1,1,1
ransomware recovery  do not make matters worse ,1,0,0.7006619,1,1,0,1,1,1,0,1,1
 no way  man  don   t try to distract me  you have publicly attacked me by clearly referring to my previous tweet while implying that 1  i tweet useless stuff  3  i was trying to manipulate the sec community via their favorite vulnerability  now have your drama and eat it  too     ,1,0,0.6998533,1,1,1,1,1,1,1,1,1
 kindly define the vulnerability case in point here  also reversing the application would give the same api end points   having the device id is not a case of vulnerability  also is the token method broken  can you regenerate it specific to say a user ,0,0,0.49266702,0,0,0,0,0,0,0,0,0
why do we promote this culture where admitting you do not understand or do not know something is treated as an admission of weakness  as a vulnerability deserving to be exploited and attacked  we cannot afford to be honest here  because it could easily bring your downfall ,0,0,0.46930537,0,0,0,1,0,0,0,0,0
threatmeter  cve 2018 16518 a directory traversal vulnerability with remote code execution in prim x zed  free through 1 0 build 186 and zed  limited edition through 6 1 build 2208 allows creation of arbitrary files on a useris workstation using crafted     ,0,0,0.34194314,0,0,0,0,0,0,0,0,0
threatmeter  cve 2018 16521 an xml external entity  xxe  vulnerability exists in html form entry 3 7 0  as distributed in openmrs reference application 2 8 0   cvss 0 0   last update 2018 09 05  ,1,0,0.6739783,1,1,1,1,1,1,1,1,1
 who needs a cyber insurance policy     infosec  security  cybersecurity  databreach  dataprotection  cyberattack  cyberwar  hacker  malware  botnet  ransomware  technews  rt  cyberinsurance,0,0,0.5666269,0,0,0,0,0,0,0,0,0
threatmeter  cve 2018 16548 an issue was discovered in zziplib through 0 13 69  there is a memory leak triggered in the function   zzip parse root directory in zip c  which will lead to a denial of service attack   cvss 0 0   last update 2018 09 05  ,0,0,0.8131214,0,0,1,0,0,0,1,0,0
threatmeter   0daytoday  tenda adsl router d152   cross site scripting vulnerability  webapps  exploits  vulnerability  0day  exploit  ,1,0,0.3847869,1,1,1,1,1,1,1,1,1
threatmeter   0daytoday  microsoft people 10 1807 2131 0   denial of service exploit  dos  exploits   0day  exploit  ,0,0,0.65054744,0,0,0,0,0,0,0,0,0
powered by   tech campus india application development sql injection vulnerability ,0,0,0.60072696,0,0,0,0,1,0,0,0,0
designed and hosted by webgen internet technologies pvt ltd india sql injection vulnerability ,0,0,0.5342532,0,1,1,0,1,1,1,0,0
copyrights   agarwal siksha samiti 1971 2017 authentication bypass vulnerability ,0,0,0.49131063,0,0,0,0,0,0,0,0,0
copyright    2017 kannur university india sql injection vulnerability ,0,0,0.7582379,0,0,0,0,0,0,0,0,0
website designed  amp  developed by radical reflex india sql injection vulnerability ,1,0,0.507515,1,1,1,0,1,0,1,1,1
you may be asking yourself what that has to do with a relationship  what are relationships built off of  trust  that trust breeds vulnerability  having a person you can be vulnerable with is great  but if your girl does not value her privacy she surely does not value yours ,0,0,0.103725724,0,0,0,0,0,0,0,0,0
 the dois and do nots of cyber insurance   cso   the resource for data security executives    cyberinsurance  infosec  security  cybersecurity  databreach  dataprotection  cyberattack  cyberwar  hacker  malware  botnet  ransomware  technews  rt,0,0,0.5420633,0,0,0,0,0,0,0,0,0
last weekis windows zero day vulnerability already being exploited in the wild    ,0,0,0.61217433,0,0,0,0,0,0,0,0,0
zabbix threat control   zabbix vulnerability assessment plugin    ,1,0,0.44515413,1,0,0,1,1,0,1,1,1
